ts,customer_id,card_hash,card_bin,card_type,device_id,ip,email,email_domain,amount,category,channel,billing_country,shipping_country,account_age_days,is_fraud,is_chargeback,fraud_pattern,log_amount,hour,day_of_week,is_night,category_risk,channel_risk,card_type_risk,is_international,billing_shipping_mismatch,email_domain_risk,bin_risk,is_new_account,amount_to_avg_ratio,card_txn_count,velocity_card_1h,velocity_card_24h,velocity_device_1h,velocity_device_24h,velocity_ip_1h,distinct_cards_device_24h,distinct_emails_device_24h,time_since_last_txn_hrs,txn_ref
2026-07-31 16:33:00,CUST00641,tok_641_2,521000,debit,dev_00641,49.46.252.226,user641@gmail.com,gmail.com,3008.09,other,mobile,IN,IN,784.0,0,0,legit,8.009392986451935,16.0,4.0,0.0,0.45,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000010
2026-07-31 16:40:00,CUST00045,tok_45_1,508500,credit,dev_00045,49.225.175.72,user45@hotmail.com,hotmail.com,3807.97,gaming,mobile,IN,IN,745.0,0,1,friendly_fraud,8.245114090364627,16.0,4.0,0.0,0.65,0.35,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000011
2026-07-31 16:57:00,CUST00285,tok_285_0,521000,prepaid,dev_00285,49.164.225.118,user285@hotmail.com,hotmail.com,549.23,utilities,web,IN,IN,3.0,0,0,legit,6.310336372631051,16.0,4.0,0.0,0.1,0.55,0.85,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000012
2026-07-31 16:59:00,mule_982303,ring_846366304,444444,prepaid,dev_ring_66796,45.24.67.223,acct731002@outlook.com,outlook.com,1198.43,fashion,mobile,IN,IN,7.0,1,1,ring,7.089601722927855,16.0,4.0,0.0,0.4,0.35,0.85,0.0,0.0,0.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,720.0,TXN20260000013
2026-07-31 17:04:00,mule_217126,ring_345715978,521000,prepaid,dev_ring_51900,45.54.135.97,acct977407@hotmail.com,hotmail.com,2544.84,electronics,web,IN,IN,5.0,1,0,ring,7.8422159334662505,17.0,4.0,0.0,0.75,0.55,0.85,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000014
2026-07-31 17:06:00,CUST00557,tok_557_0,460000,prepaid,dev_00557,49.240.223.82,user557@gmail.com,gmail.com,3603.45,gift_cards,pos,IN,IN,796.0,0,0,legit,8.189924472198971,17.0,4.0,0.0,0.95,0.1,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000015
2026-07-31 17:06:00,CUST00009,tok_9_0,402100,credit,dev_00009,49.23.197.184,user9@hotmail.com,hotmail.com,968.13,gaming,mobile,IN,IN,335.0,0,0,legit,6.876398761818991,17.0,4.0,0.0,0.65,0.35,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000016
2026-07-31 17:58:00,CUST00071,tok_71_0,553000,prepaid,dev_00071,49.221.189.189,user71@yahoo.com,yahoo.com,952.04,education,web,IN,IN,584.0,0,0,legit,6.859656875491106,17.0,4.0,0.0,0.25,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000017
2026-07-31 17:59:00,CUST00819,tok_819_1,521000,debit,dev_00819,49.218.91.156,user819@hotmail.com,hotmail.com,1439.62,travel,web,IN,IN,383.0,0,0,legit,7.272828855463155,17.0,4.0,0.0,0.6,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000018
2026-07-31 18:08:00,CUST00703,tok_703_2,521000,debit,dev_00703,49.178.96.50,user703@outlook.com,outlook.com,1566.99,utilities,pos,IN,IN,120.0,0,0,legit,7.357549823338996,18.0,4.0,0.0,0.1,0.1,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000019
2026-07-31 18:14:00,CUST00455,tok_455_0,508500,debit,dev_00455,49.11.108.144,user455@yahoo.com,yahoo.com,1524.31,travel,web,IN,IN,504.0,0,0,legit,7.329952947071724,18.0,4.0,0.0,0.6,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000020
2026-07-31 18:21:00,CUST00704,tok_704_1,402100,prepaid,dev_00704,49.124.39.79,user704@yahoo.com,yahoo.com,1109.21,jewellery,mobile,IN,IN,3.0,0,0,legit,7.012304465601551,18.0,4.0,0.0,0.85,0.35,0.85,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000021
2026-07-31 18:24:00,CUST00446,tok_446_1,553000,credit,dev_00446,49.130.180.9,user446@hotmail.com,hotmail.com,1136.9,other,web,IN,IN,530.0,0,0,legit,7.036939737362963,18.0,4.0,0.0,0.45,0.55,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000022
2026-07-31 18:25:00,CUST00000,tok_0_0,521000,debit,dev_00000,49.178.51.24,user0@outlook.com,outlook.com,843.15,education,mobile,IN,IN,544.0,0,0,legit,6.738330203923202,18.0,4.0,0.0,0.25,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000023
2026-07-31 18:30:00,CUST00532,tok_532_0,460000,debit,dev_00532,49.171.107.102,user532@gmail.com,gmail.com,2249.14,travel,web,CN,CN,396.0,0,0,legit,7.718747715484966,18.0,4.0,0.0,0.6,0.55,0.3,1.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000024
2026-07-31 18:50:00,CUST00241,tok_241_0,607400,debit,dev_00241,49.253.89.237,user241@gmail.com,gmail.com,919.52,food_delivery,mobile,IN,IN,336.0,0,0,legit,6.824938727759205,18.0,4.0,0.0,0.2,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000025
2026-07-31 18:51:00,CUST00806,tok_806_0,553000,debit,dev_00806,49.34.124.59,user806@yahoo.com,yahoo.com,1364.0,travel,mobile,US,US,422.0,0,0,legit,7.21890970761906,18.0,4.0,0.0,0.6,0.35,0.3,1.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000026
2026-07-31 18:58:00,CUST00254,tok_254_2,521000,debit,dev_00254,49.75.213.15,user254@outlook.com,outlook.com,1224.65,utilities,mobile,IN,IN,512.0,0,0,legit,7.111226594498826,18.0,4.0,0.0,0.1,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000027
2026-07-31 19:10:00,CUST00248,tok_248_0,434000,credit,dev_00248,49.237.240.29,user248@yahoo.com,yahoo.com,2061.93,electronics,pos,IN,IN,248.0,0,0,legit,7.631882581327375,19.0,4.0,0.0,0.75,0.1,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000028
2026-07-31 19:12:00,CUST00638,tok_638_1,521000,debit,dev_00638,49.164.41.157,user638@rediffmail.com,rediffmail.com,5402.31,gift_cards,mobile,IN,IN,309.0,0,0,legit,8.594767007730265,19.0,4.0,0.0,0.95,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000029
2026-07-31 19:31:00,CUST00387,tok_387_1,402100,debit,dev_00387,49.13.121.76,user387@hotmail.com,hotmail.com,119.33,grocery,web,IN,IN,3.0,0,0,legit,4.7902379684500715,19.0,4.0,0.0,0.15,0.55,0.3,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000030
2026-07-31 19:38:00,CUST00316,tok_316_0,402100,prepaid,dev_00316,49.26.23.163,user316@yahoo.com,yahoo.com,578.75,other,web,IN,IN,3.0,0,0,legit,6.362596976135641,19.0,4.0,0.0,0.45,0.55,0.85,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000031
2026-07-31 19:39:00,CUST00047,tok_47_2,402100,prepaid,dev_00047,49.155.250.205,user47@rediffmail.com,rediffmail.com,802.12,electronics,mobile,IN,IN,3.0,0,0,legit,6.688504142383271,19.0,4.0,0.0,0.75,0.35,0.85,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000032
2026-07-31 19:40:00,mule_117463,ring_575247440,460000,debit,dev_ring_66796,45.24.67.223,acct615816@gmail.com,gmail.com,1430.36,electronics,mobile,IN,IN,8.0,1,1,ring,7.266380320244483,19.0,4.0,0.0,0.75,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,720.0,TXN20260000033
2026-07-31 19:46:00,CUST00683,tok_683_0,508500,prepaid,dev_00683,49.38.185.29,user683@outlook.com,outlook.com,1587.32,other,pos,IN,IN,417.0,0,0,legit,7.370432132841412,19.0,4.0,0.0,0.45,0.1,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000034
2026-07-31 20:07:00,CUST00254,tok_254_2,521000,debit,dev_00254,49.75.213.15,user254@outlook.com,outlook.com,1619.54,utilities,mobile,IN,IN,512.0,0,0,legit,7.39051470601655,20.0,4.0,0.0,0.1,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.3224513126199322,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.15,TXN20260000035
2026-07-31 20:09:00,CUST00866,tok_866_0,521000,prepaid,dev_00866,49.108.42.253,user866@rediffmail.com,rediffmail.com,501.44,fashion,web,IN,IN,141.0,0,0,legit,6.219476229819052,20.0,4.0,0.0,0.4,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000036
2026-07-31 20:10:00,CUST00867,tok_867_0,460000,debit,dev_00867,49.161.163.130,user867@outlook.com,outlook.com,503.97,gift_cards,mobile,IN,IN,362.0,0,0,legit,6.224499021570163,20.0,4.0,0.0,0.95,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000037
2026-07-31 20:11:00,CUST00554,tok_554_1,553000,prepaid,dev_00554,49.255.82.57,user554@rediffmail.com,rediffmail.com,2958.26,travel,mobile,IN,IN,728.0,0,0,legit,7.992694516062897,20.0,4.0,0.0,0.6,0.35,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000038
2026-07-31 20:12:00,CUST00509,tok_509_0,508500,debit,dev_00509,49.27.1.69,user509@gmail.com,gmail.com,1755.78,electronics,web,IN,IN,123.0,0,0,legit,7.471237866915255,20.0,4.0,0.0,0.75,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000039
2026-07-31 20:16:00,CUST00681,tok_681_0,607400,debit,dev_00681,49.194.248.180,user681@rediffmail.com,rediffmail.com,508.81,fashion,web,IN,IN,507.0,0,0,legit,6.234038107285137,20.0,4.0,0.0,0.4,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000040
2026-07-31 20:16:00,CUST00199,tok_199_0,508500,debit,dev_00199,49.236.211.85,user199@rediffmail.com,rediffmail.com,506.99,fashion,pos,IN,IN,31.0,0,0,legit,6.230461762345359,20.0,4.0,0.0,0.4,0.1,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000041
2026-07-31 20:19:00,CUST00009,tok_9_0,402100,credit,dev_00009,49.23.197.184,user9@hotmail.com,hotmail.com,1438.96,gaming,pos,IN,IN,335.0,0,0,legit,7.272370614406459,20.0,4.0,0.0,0.65,0.1,0.45,0.0,0.0,0.35,0.0,0.0,1.486329315277907,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.216666666666667,TXN20260000042
2026-07-31 20:24:00,CUST00565,tok_565_0,460000,credit,dev_00565,49.85.154.162,user565@outlook.com,outlook.com,1651.74,fashion,web,IN,IN,383.0,0,0,legit,7.410189795673525,20.0,4.0,0.0,0.4,0.55,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000043
2026-07-31 20:25:00,CUST00102,tok_102_0,460000,debit,dev_00102,49.195.77.224,user102@hotmail.com,hotmail.com,1127.49,gaming,web,IN,IN,831.0,0,0,legit,7.028635734897992,20.0,4.0,0.0,0.65,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000044
2026-07-31 20:26:00,CUST00060,tok_60_2,434000,debit,dev_00060,49.214.235.253,user60@rediffmail.com,rediffmail.com,770.43,travel,mobile,IN,IN,189.0,0,0,legit,6.648245935347189,20.0,4.0,0.0,0.6,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000045
2026-07-31 20:33:00,CUST00257,tok_257_0,402100,debit,dev_00257,49.143.7.32,user257@hotmail.com,hotmail.com,3611.5,gift_cards,mobile,IN,IN,465.0,0,0,legit,8.192155332420688,20.0,4.0,0.0,0.95,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000046
2026-07-31 20:45:00,CUST00388,tok_388_0,508500,debit,dev_00388,49.87.70.168,user388@gmail.com,gmail.com,4908.92,food_delivery,web,IN,IN,562.0,0,0,legit,8.499012927376807,20.0,4.0,0.0,0.2,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000047
2026-07-31 20:58:00,CUST00802,tok_802_1,460000,prepaid,dev_00802,49.146.217.15,user802@hotmail.com,hotmail.com,365.02,jewellery,mobile,IN,IN,235.0,0,0,legit,5.902687976717136,20.0,4.0,0.0,0.85,0.35,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000048
2026-07-31 21:01:00,CUST00741,tok_741_1,434000,credit,dev_00741,49.218.179.37,user741@outlook.com,outlook.com,254.5,travel,pos,IN,IN,4.0,0,0,legit,5.543222409643759,21.0,4.0,0.0,0.6,0.1,0.45,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000049
2026-07-31 21:04:00,CUST00775,tok_775_0,460000,prepaid,dev_00775,49.59.46.83,user775@outlook.com,outlook.com,1337.2,other,web,IN,IN,1137.0,0,0,legit,7.199080706348717,21.0,4.0,0.0,0.45,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000050
2026-07-31 21:07:00,CUST00473,tok_473_0,521000,prepaid,dev_00473,49.180.77.254,user473@yahoo.com,yahoo.com,10613.76,jewellery,mobile,IN,IN,361.0,0,0,legit,9.27000076436692,21.0,4.0,0.0,0.85,0.35,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000051
2026-07-31 21:09:00,CUST00427,tok_427_0,402100,debit,dev_00427,49.63.205.14,user427@outlook.com,outlook.com,447.59,grocery,pos,IN,IN,527.0,0,0,legit,6.106109330263862,21.0,4.0,0.0,0.15,0.1,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000052
2026-07-31 21:16:00,CUST00782,tok_782_0,607400,prepaid,dev_00782,49.226.236.89,user782@gmail.com,gmail.com,718.58,digital_goods,web,IN,IN,392.0,0,0,legit,6.578667708471685,21.0,4.0,0.0,0.7,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000053
2026-07-31 21:27:00,CUST00100,tok_100_0,402100,debit,dev_00100,49.192.149.225,user100@yahoo.com,yahoo.com,1344.74,travel,mobile,IN,IN,790.0,0,0,legit,7.204699326612789,21.0,4.0,0.0,0.6,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000054
2026-07-31 21:27:00,CUST00889,tok_889_0,434000,debit,dev_00889,49.215.11.189,user889@hotmail.com,hotmail.com,13258.53,travel,web,IN,IN,288.0,0,0,legit,9.492471818164457,21.0,4.0,0.0,0.6,0.55,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000055
2026-07-31 21:29:00,CUST00478,tok_478_0,521000,credit,dev_00478,49.173.86.18,user478@gmail.com,gmail.com,1235.69,travel,pos,IN,IN,624.0,0,0,legit,7.120193734679902,21.0,4.0,0.0,0.6,0.1,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000056
2026-07-31 21:29:00,CUST00568,tok_568_2,434000,debit,dev_00568,49.136.19.52,user568@rediffmail.com,rediffmail.com,1136.69,travel,web,AE,AE,208.0,0,0,legit,7.036755169843686,21.0,4.0,0.0,0.6,0.55,0.3,1.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000057
2026-07-31 21:35:00,CUST00620,tok_620_0,402100,debit,dev_00620,49.175.161.28,user620@gmail.com,gmail.com,1299.68,food_delivery,pos,IN,IN,812.0,0,0,legit,7.170642483615659,21.0,4.0,0.0,0.2,0.1,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000058
2026-07-31 21:36:00,CUST00788,tok_788_0,553000,prepaid,dev_00788,49.198.228.92,user788@hotmail.com,hotmail.com,1652.67,grocery,web,IN,IN,332.0,0,0,legit,7.410752339353544,21.0,4.0,0.0,0.15,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000059
2026-07-31 21:38:00,CUST00886,tok_886_0,553000,debit,dev_00886,49.154.112.86,user886@yahoo.com,yahoo.com,1977.92,grocery,pos,IN,IN,3.0,0,0,legit,7.590306520328679,21.0,4.0,0.0,0.15,0.1,0.3,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000060
2026-07-31 21:40:00,CUST00205,tok_205_0,607400,prepaid,dev_00205,49.139.9.194,user205@rediffmail.com,rediffmail.com,3193.96,travel,web,IN,IN,1097.0,0,0,legit,8.06932984717145,21.0,4.0,0.0,0.6,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000061
2026-07-31 21:44:00,CUST00112,stolen_448627173,601100,credit,dev_atk_07369,185.29.195.235,buyer285033@hotmail.com,hotmail.com,2673.02,travel,mobile,IN,IN,8.0,1,1,stolen_card,7.891338237065481,21.0,4.0,0.0,0.6,0.35,0.45,0.0,0.0,0.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000062
2026-07-31 21:45:00,CUST00829,tok_829_1,521000,debit,dev_00829,49.72.161.224,user829@yahoo.com,yahoo.com,747.51,gaming,mobile,IN,IN,732.0,0,0,legit,6.618084563823879,21.0,4.0,0.0,0.65,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000063
2026-07-31 21:46:00,CUST00149,tok_149_2,402100,debit,dev_00149,49.190.38.218,user149@yahoo.com,yahoo.com,391.59,electronics,pos,IN,IN,778.0,0,0,legit,5.972765810300439,21.0,4.0,0.0,0.75,0.1,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000064
2026-07-31 21:51:00,CUST00751,tok_751_1,460000,debit,dev_00751,49.160.23.25,user751@gmail.com,gmail.com,638.95,other,mobile,IN,IN,413.0,0,0,legit,6.4613900483018005,21.0,4.0,0.0,0.45,0.35,0.3,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000065
2026-07-31 21:51:00,CUST00521,tok_521_1,434000,prepaid,dev_00521,49.101.116.159,user521@yahoo.com,yahoo.com,2477.24,utilities,web,IN,IN,3.0,0,0,legit,7.815303909799448,21.0,4.0,0.0,0.1,0.55,0.85,0.0,0.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000066
2026-07-31 21:52:00,CUST00409,tok_409_1,508500,prepaid,dev_00409,49.36.63.63,user409@hotmail.com,hotmail.com,893.27,fashion,web,IN,IN,1048.0,0,0,legit,6.79600774299946,21.0,4.0,0.0,0.4,0.55,0.85,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000067
2026-07-31 21:52:00,CUST00474,tok_474_1,508500,credit,dev_00474,49.32.225.179,user474@yahoo.com,yahoo.com,1547.61,education,pos,IN,IN,345.0,0,0,legit,7.345113033377208,21.0,4.0,0.0,0.25,0.1,0.45,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,720.0,TXN20260000068
